Chr1,Chr2,Blocks
9:,utex395_scaffold_18_g472.t1,1
9:,utex395_scaffold_18_g543.t1,1
9:,utex395_scaffold_18_g612.t1,1
9:,utex395_scaffold_18_g647.t1,1
9:,utex395_scaffold_18_g747.t1,1
9:,utex395_scaffold_18_g79.t1,1
9:,utex395_scaffold_1_g142.t1,1
9:,utex395_scaffold_20_g152.t1,1
9:,utex395_scaffold_1_g23.t1,1
9:,utex395_scaffold_1_g287.t1,1
9:,utex395_scaffold_1_g364.t1,1
9:,utex395_scaffold_1_g447.t1,1
9:,utex395_scaffold_1_g49.t1,1
9:,utex395_scaffold_1_g503.t1,1
9:,utex395_scaffold_1_g84.t1,1
8:,utexb3016_scaffold_22_g310.t1,1
8:,utexb3016_scaffold_22_g256.t1,1
9:,utexb3016_scaffold_13_g205.t1,1
8:,utex395_scaffold_25_g1008.t1,1
8:,utex395_scaffold_24_g577.t1,1
8:,utex395_scaffold_24_g583.t1,1
8:,utex395_scaffold_24_g675.t1,1
8:,utex395_scaffold_24_g689.t1,1
8:,utex395_scaffold_24_g735.t1,1
8:,utex395_scaffold_24_g752.t1,1
8:,utex395_scaffold_24_g802.t1,1
8:,utex395_scaffold_25_g1049.t1,1
8:,utex395_scaffold_24_g480.t1,1
8:,utex395_scaffold_25_g1135.t1,1
8:,utex395_scaffold_25_g1199.t1,1
8:,utex395_scaffold_25_g1221.t1,1
8:,utex395_scaffold_25_g1257.t1,1
8:,utex395_scaffold_25_g1346.t1,1
8:,utex395_scaffold_25_g1364.t1,1
8:,utex395_scaffold_25_g173.t1,1
8:,utex395_scaffold_24_g533.t1,1
8:,utex395_scaffold_24_g427.t1,1
8:,utex395_scaffold_25_g269.t1,1
8:,utex395_scaffold_24_g106.t1,1
8:,utex395_scaffold_23_g203.t1,1
8:,utex395_scaffold_23_g245.t1,1
8:,utex395_scaffold_23_g322.t1,1
8:,utex395_scaffold_23_g349.t1,1
8:,utex395_scaffold_23_g37.t1,1
8:,utex395_scaffold_23_g72.t1,1
8:,utex395_scaffold_23_g92.t1,1
8:,utex395_scaffold_24_g114.t1,1
8:,utex395_scaffold_24_g416.t1,1
8:,utex395_scaffold_24_g129.t1,1
8:,utex395_scaffold_24_g201.t1,1
8:,utex395_scaffold_24_g205.t1,1
8:,utex395_scaffold_24_g247.t1,1
8:,utex395_scaffold_24_g270.t1,1
8:,utex395_scaffold_24_g325.t1,1
8:,utex395_scaffold_24_g388.t1,1
8:,utex395_scaffold_25_g257.t1,1
8:,utex395_scaffold_25_g294.t1,1
8:,utex395_scaffold_20_g823.t1,1
8:,utex395_scaffold_2_g447.t1,1
8:,utex395_scaffold_2_g30.t1,1
8:,utex395_scaffold_2_g302.t1,1
8:,utex395_scaffold_2_g307.t1,1
8:,utex395_scaffold_2_g335.t1,1
8:,utex395_scaffold_2_g348.t1,1
8:,utex395_scaffold_2_g367.t1,1
8:,utex395_scaffold_2_g395.t1,1
8:,utex395_scaffold_2_g48.t1,1
8:,utex395_scaffold_2_g221.t1,1
8:,utex395_scaffold_4_g17.t1,1
8:,utex395_scaffold_4_g240.t1,1
8:,utex395_scaffold_4_g438.t1,1
8:,utex395_scaffold_4_g488.t1,1
8:,utexb3016_scaffold_10_g174.t1,1
8:,utexb3016_scaffold_10_g238.t1,1
8:,utexb3016_scaffold_10_g266.t1,1
8:,utex395_scaffold_2_g231.t1,1
8:,utex395_scaffold_2_g219.t1,1
8:,utex395_scaffold_25_g327.t1,1
8:,utex395_scaffold_25_g704.t1,1
8:,utex395_scaffold_25_g367.t1,1
8:,utex395_scaffold_25_g480.t1,1
8:,utex395_scaffold_25_g528.t1,1
8:,utex395_scaffold_25_g537.t1,1
8:,utex395_scaffold_25_g628.t1,1
8:,utex395_scaffold_25_g631.t1,1
8:,utex395_scaffold_25_g663.t1,1
8:,utex395_scaffold_25_g732.t1,1
8:,utex395_scaffold_2_g176.t1,1
8:,utex395_scaffold_25_g789.t1,1
8:,utex395_scaffold_25_g810.t1,1
8:,utex395_scaffold_25_g843.t1,1
8:,utex395_scaffold_25_g873.t1,1
8:,utex395_scaffold_25_g949.t1,1
8:,utex395_scaffold_2_g137.t1,1
8:,utex395_scaffold_2_g167.t1,1
8:,utex395_scaffold_23_g142.t1,1
8:,utex395_scaffold_20_g788.t1,1
8:,utexb3016_scaffold_10_g307.t1,1
8:,utex395_scaffold_13_g90.t1,1
8:,utex2526_scaffold_3_g52.t1,1
8:,utex2526_scaffold_3_g65.t1,1
8:,utex395_scaffold_12_g25.t1,1
8:,utex395_scaffold_12_g36.t1,1
8:,utex395_scaffold_13_g24.t1,1
8:,utex395_scaffold_13_g38.t1,1
8:,utex395_scaffold_13_g71.t1,1
8:,utex395_scaffold_16_g36.t1,1
8:,utex2526_scaffold_3_g296.t1,1
8:,utex395_scaffold_17_g280.t1,1
8:,utex395_scaffold_17_g286.t1,1
8:,utex395_scaffold_17_g300.t1,1
8:,utex395_scaffold_17_g332.t1,1
8:,utex395_scaffold_17_g436.t1,1
8:,utex395_scaffold_17_g458.t1,1
8:,utex395_scaffold_17_g471.t1,1
8:,utex2526_scaffold_3_g317.t1,1
8:,utex2526_scaffold_3_g289.t1,1
8:,utex395_scaffold_17_g92.t1,1
8:,utex2526_scaffold_15_g973.t1,1
8:,utex2526_scaffold_15_g870.t1,1
8:,utex2526_scaffold_15_g876.t1,1
8:,utex2526_scaffold_15_g894.t1,1
8:,utex2526_scaffold_15_g902.t1,1
8:,utex2526_scaffold_15_g937.t1,1
8:,utex2526_scaffold_15_g941.t1,1
8:,utex2526_scaffold_15_g942.t1,1
8:,utex2526_scaffold_18_g13.t1,1
8:,utex2526_scaffold_3_g168.t1,1
8:,utex2526_scaffold_1_g12.t1,1
8:,utex2526_scaffold_22_g15.t1,1
8:,utex2526_scaffold_23_g113.t1,1
8:,utex2526_scaffold_23_g31.t1,1
8:,utex2526_scaffold_23_g99.t1,1
8:,utex2526_scaffold_3_g106.t1,1
8:,utex2526_scaffold_3_g139.t1,1
8:,utex395_scaffold_17_g57.t1,1
8:,utex395_scaffold_18_g109.t1,1
8:,utex395_scaffold_20_g751.t1,1
8:,utex395_scaffold_20_g150.t1,1
8:,utex395_scaffold_1_g235.t1,1
8:,utex395_scaffold_1_g286.t1,1
8:,utex395_scaffold_1_g354.t1,1
8:,utex395_scaffold_1_g443.t1,1
8:,utex395_scaffold_1_g48.t1,1
8:,utex395_scaffold_1_g499.t1,1
8:,utex395_scaffold_1_g80.t1,1
8:,utex395_scaffold_20_g16.t1,1
8:,utex395_scaffold_1_g205.t1,1
8:,utex395_scaffold_20_g198.t1,1
8:,utex395_scaffold_20_g270.t1,1
8:,utex395_scaffold_20_g33.t1,1
8:,utex395_scaffold_20_g380.t1,1
8:,utex395_scaffold_20_g568.t1,1
8:,utex395_scaffold_20_g576.t1,1
8:,utex395_scaffold_20_g645.t1,1
8:,utex395_scaffold_1_g22.t1,1
8:,utex395_scaffold_1_g136.t1,1
8:,utex395_scaffold_18_g203.t1,1
8:,utex395_scaffold_18_g431.t1,1
8:,utex395_scaffold_18_g238.t1,1
8:,utex395_scaffold_18_g299.t1,1
8:,utex395_scaffold_18_g319.t1,1
8:,utex395_scaffold_18_g361.t1,1
8:,utex395_scaffold_18_g386.t1,1
8:,utex395_scaffold_18_g390.t1,1
8:,utex395_scaffold_18_g407.t1,1
8:,utex395_scaffold_18_g470.t1,1
8:,utex395_scaffold_1_g121.t1,1
8:,utex395_scaffold_18_g477.t1,1
8:,utex395_scaffold_18_g541.t1,1
8:,utex395_scaffold_18_g610.t1,1
8:,utex395_scaffold_18_g646.t1,1
8:,utex395_scaffold_18_g745.t1,1
8:,utex395_scaffold_18_g88.t1,1
8:,utex395_scaffold_19_g218.t1,1
8:,utexb3016_scaffold_10_g268.t1,1
8:,utexb3016_scaffold_10_g335.t1,1
8:,utexb3016_scaffold_22_g252.t1,1
8:,utexb3016_scaffold_20_g519.t1,1
8:,utexb3016_scaffold_18_g826.t1,1
8:,utexb3016_scaffold_18_g884.t1,1
8:,utexb3016_scaffold_19_g1466.t1,1
8:,utexb3016_scaffold_20_g121.t1,1
8:,utexb3016_scaffold_20_g236.t1,1
8:,utexb3016_scaffold_20_g26.t1,1
8:,utexb3016_scaffold_20_g503.t1,1
8:,utexb3016_scaffold_20_g96.t1,1
8:,utexb3016_scaffold_18_g777.t1,1
8:,utexb3016_scaffold_21_g1019.t1,1
8:,utexb3016_scaffold_21_g1050.t1,1
8:,utexb3016_scaffold_21_g1063.t1,1
8:,utexb3016_scaffold_21_g1095.t1,1
8:,utexb3016_scaffold_21_g1181.t1,1
8:,utexb3016_scaffold_21_g1186.t1,1
8:,utexb3016_scaffold_21_g1200.t1,1
8:,utexb3016_scaffold_18_g780.t1,1
8:,utexb3016_scaffold_18_g770.t1,1
8:,utexb3016_scaffold_21_g1283.t1,1
8:,utexb3016_scaffold_18_g238.t1,1
8:,utexb3016_scaffold_17_g720.t1,1
8:,utexb3016_scaffold_17_g750.t1,1
8:,utexb3016_scaffold_17_g847.t1,1
8:,utexb3016_scaffold_17_g868.t1,1
8:,utexb3016_scaffold_17_g900.t1,1
8:,utexb3016_scaffold_17_g926.t1,1
8:,utexb3016_scaffold_18_g141.t1,1
8:,utexb3016_scaffold_18_g272.t1,1
8:,utexb3016_scaffold_18_g735.t1,1
8:,utexb3016_scaffold_18_g325.t1,1
8:,utexb3016_scaffold_18_g408.t1,1
8:,utexb3016_scaffold_18_g477.t1,1
8:,utexb3016_scaffold_18_g546.t1,1
8:,utexb3016_scaffold_18_g60.t1,1
8:,utexb3016_scaffold_18_g632.t1,1
8:,utexb3016_scaffold_18_g679.t1,1
8:,utexb3016_scaffold_21_g1263.t1,1
8:,utexb3016_scaffold_21_g1285.t1,1
8:,utexb3016_scaffold_17_g692.t1,1
8:,utexb3016_scaffold_22_g1139.t1,1
8:,utexb3016_scaffold_21_g975.t1,1
8:,utexb3016_scaffold_22_g1011.t1,1
8:,utexb3016_scaffold_22_g1034.t1,1
8:,utexb3016_scaffold_22_g1064.t1,1
8:,utexb3016_scaffold_22_g1088.t1,1
8:,utexb3016_scaffold_22_g1096.t1,1
8:,utexb3016_scaffold_22_g1114.t1,1
8:,utexb3016_scaffold_22_g1195.t1,1
8:,utexb3016_scaffold_21_g935.t1,1
8:,utexb3016_scaffold_22_g1255.t1,1
8:,utexb3016_scaffold_22_g1258.t1,1
8:,utexb3016_scaffold_22_g1378.t1,1
8:,utexb3016_scaffold_22_g1385.t1,1
8:,utexb3016_scaffold_22_g1501.t1,1
8:,utexb3016_scaffold_22_g22.t1,1
8:,utexb3016_scaffold_22_g245.t1,1
8:,utexb3016_scaffold_21_g972.t1,1
8:,utexb3016_scaffold_21_g876.t1,1
8:,utexb3016_scaffold_21_g1367.t1,1
8:,utexb3016_scaffold_21_g54.t1,1
8:,utexb3016_scaffold_21_g1414.t1,1
8:,utexb3016_scaffold_21_g314.t1,1
8:,utexb3016_scaffold_21_g336.t1,1
8:,utexb3016_scaffold_21_g349.t1,1
8:,utexb3016_scaffold_21_g369.t1,1
8:,utexb3016_scaffold_21_g412.t1,1
8:,utexb3016_scaffold_21_g499.t1,1
8:,utexb3016_scaffold_21_g607.t1,1
8:,utexb3016_scaffold_21_g87.t1,1
8:,utexb3016_scaffold_21_g723.t1,1
8:,utexb3016_scaffold_21_g759.t1,1
8:,utexb3016_scaffold_21_g777.t1,1
8:,utexb3016_scaffold_21_g811.t1,1
8:,utexb3016_scaffold_21_g846.t1,1
8:,utexb3016_scaffold_21_g85.t1,1
8:,utexb3016_scaffold_21_g863.t1,1
8:,utexb3016_scaffold_17_g694.t1,1
8:,utexb3016_scaffold_17_g677.t1,1
8:,utexb3016_scaffold_10_g365.t1,1
8:,utexb3016_scaffold_14_g114.t1,1
8:,utexb3016_scaffold_12_g605.t1,1
8:,utexb3016_scaffold_12_g759.t1,1
8:,utexb3016_scaffold_13_g10.t1,1
8:,utexb3016_scaffold_13_g202.t1,1
8:,utexb3016_scaffold_13_g277.t1,1
8:,utexb3016_scaffold_13_g284.t1,1
8:,utexb3016_scaffold_13_g99.t1,1
8:,utexb3016_scaffold_14_g122.t1,1
8:,utexb3016_scaffold_12_g498.t1,1
8:,utexb3016_scaffold_14_g172.t1,1
8:,utexb3016_scaffold_14_g201.t1,1
8:,utexb3016_scaffold_14_g221.t1,1
8:,utexb3016_scaffold_14_g46.t1,1
8:,utexb3016_scaffold_14_g51.t1,1
8:,utexb3016_scaffold_14_g83.t1,1
8:,utexb3016_scaffold_15_g294.t1,1
8:,utexb3016_scaffold_12_g530.t1,1
8:,utexb3016_scaffold_12_g423.t1,1
8:,utexb3016_scaffold_15_g436.t1,1
8:,utexb3016_scaffold_10_g802.t1,1
8:,utexb3016_scaffold_10_g453.t1,1
8:,utexb3016_scaffold_10_g488.t1,1
8:,utexb3016_scaffold_10_g50.t1,1
8:,utexb3016_scaffold_10_g559.t1,1
8:,utexb3016_scaffold_10_g669.t1,1
8:,utexb3016_scaffold_10_g704.t1,1
8:,utexb3016_scaffold_10_g729.t1,1
8:,utexb3016_scaffold_12_g138.t1,1
8:,utexb3016_scaffold_12_g379.t1,1
8:,utexb3016_scaffold_12_g176.t1,1
8:,utexb3016_scaffold_12_g217.t1,1
8:,utexb3016_scaffold_12_g263.t1,1
8:,utexb3016_scaffold_12_g283.t1,1
8:,utexb3016_scaffold_12_g295.t1,1
8:,utexb3016_scaffold_12_g311.t1,1
8:,utexb3016_scaffold_12_g34.t1,1
8:,utexb3016_scaffold_15_g341.t1,1
8:,utexb3016_scaffold_15_g528.t1,1
8:,utexb3016_scaffold_17_g671.t1,1
8:,utexb3016_scaffold_17_g430.t1,1
8:,utexb3016_scaffold_17_g134.t1,1
8:,utexb3016_scaffold_17_g189.t1,1
8:,utexb3016_scaffold_17_g262.t1,1
8:,utexb3016_scaffold_17_g302.t1,1
8:,utexb3016_scaffold_17_g354.t1,1
8:,utexb3016_scaffold_17_g407.t1,1
8:,utexb3016_scaffold_17_g424.t1,1
8:,utexb3016_scaffold_17_g463.t1,1
8:,utexb3016_scaffold_16_g93.t1,1
8:,utexb3016_scaffold_17_g519.t1,1
8:,utexb3016_scaffold_17_g547.t1,1
8:,utexb3016_scaffold_17_g562.t1,1
8:,utexb3016_scaffold_17_g567.t1,1
8:,utexb3016_scaffold_17_g575.t1,1
8:,utexb3016_scaffold_17_g614.t1,1
8:,utexb3016_scaffold_17_g662.t1,1
8:,utexb3016_scaffold_16_g996.t1,1
8:,utexb3016_scaffold_16_g871.t1,1
8:,utexb3016_scaffold_15_g606.t1,1
8:,utexb3016_scaffold_16_g204.t1,1
8:,utexb3016_scaffold_15_g614.t1,1
8:,utexb3016_scaffold_15_g619.t1,1
8:,utexb3016_scaffold_15_g688.t1,1
8:,utexb3016_scaffold_15_g712.t1,1
8:,utexb3016_scaffold_15_g737.t1,1
8:,utexb3016_scaffold_15_g766.t1,1
8:,utexb3016_scaffold_16_g114.t1,1
8:,utexb3016_scaffold_16_g221.t1,1
8:,utexb3016_scaffold_16_g740.t1,1
8:,utexb3016_scaffold_16_g298.t1,1
8:,utexb3016_scaffold_16_g386.t1,1
8:,utexb3016_scaffold_16_g566.t1,1
8:,utexb3016_scaffold_16_g591.t1,1
8:,utexb3016_scaffold_16_g609.t1,1
8:,utexb3016_scaffold_16_g61.t1,1
8:,utexb3016_scaffold_16_g720.t1,1
9:,utexb3016_scaffold_13_g11.t1,1
9:,utexb3016_scaffold_13_g280.t1,1
6:,utex2526_scaffold_3_g62.t1,1
utexb3016_scaffold_21_g678.t1,utex395_scaffold_25_g930.t1,1
utexb3016_scaffold_21_g665.t1,utex395_scaffold_25_g938.t1,1
utexb3016_scaffold_21_g667.t1,utex395_scaffold_25_g937.t1,1
utexb3016_scaffold_21_g669.t1,utex395_scaffold_25_g936.t1,1
utexb3016_scaffold_21_g673.t1,utex395_scaffold_25_g935.t1,1
utexb3016_scaffold_21_g674.t1,utex395_scaffold_25_g934.t1,1
utexb3016_scaffold_21_g675.t1,utex395_scaffold_25_g933.t1,1
utexb3016_scaffold_21_g676.t1,utex395_scaffold_25_g932.t1,1
utexb3016_scaffold_21_g679.t1,utex395_scaffold_25_g929.t1,1
utexb3016_scaffold_21_g663.t1,utex395_scaffold_25_g940.t1,1
utexb3016_scaffold_21_g681.t1,utex395_scaffold_25_g928.t1,1
utexb3016_scaffold_21_g687.t1,utex395_scaffold_25_g927.t1,1
utexb3016_scaffold_21_g688.t1,utex395_scaffold_25_g926.t1,1
utexb3016_scaffold_21_g689.t1,utex395_scaffold_25_g924.t1,1
utexb3016_scaffold_21_g690.t1,utex395_scaffold_25_g923.t1,1
utexb3016_scaffold_21_g692.t1,utex395_scaffold_25_g922.t1,1
utexb3016_scaffold_21_g694.t1,utex395_scaffold_25_g921.t1,1
utexb3016_scaffold_21_g664.t1,utex395_scaffold_25_g939.t1,1
utexb3016_scaffold_21_g661.t1,utex395_scaffold_25_g942.t1,1
utexb3016_scaffold_21_g700.t1,utex395_scaffold_25_g918.t1,1
utexb3016_scaffold_21_g644.t1,utex395_scaffold_25_g955.t1,1
utexb3016_scaffold_21_g603.t1,utex395_scaffold_25_g974.t1,1
utexb3016_scaffold_21_g610.t1,utex395_scaffold_25_g967.t1,1
utexb3016_scaffold_21_g611.t1,utex395_scaffold_25_g966.t1,1
utexb3016_scaffold_21_g626.t1,utex395_scaffold_25_g964.t1,1
utexb3016_scaffold_21_g631.t1,utex395_scaffold_25_g963.t1,1
utexb3016_scaffold_21_g636.t1,utex395_scaffold_25_g961.t1,1
utexb3016_scaffold_21_g641.t1,utex395_scaffold_25_g958.t1,1
utexb3016_scaffold_21_g645.t1,utex395_scaffold_25_g954.t1,1
utexb3016_scaffold_21_g655.t1,utex395_scaffold_25_g945.t1,1
utexb3016_scaffold_21_g646.t1,utex395_scaffold_25_g953.t1,1
utexb3016_scaffold_21_g647.t1,utex395_scaffold_25_g952.t1,1
utexb3016_scaffold_21_g649.t1,utex395_scaffold_25_g951.t1,1
utexb3016_scaffold_21_g650.t1,utex395_scaffold_25_g950.t1,1
utexb3016_scaffold_21_g651.t1,utex395_scaffold_25_g949.t1,1
utexb3016_scaffold_21_g652.t1,utex395_scaffold_25_g948.t1,1
utexb3016_scaffold_21_g654.t1,utex395_scaffold_25_g946.t1,1
utexb3016_scaffold_21_g698.t1,utex395_scaffold_25_g919.t1,1
utexb3016_scaffold_21_g702.t1,utex395_scaffold_25_g916.t1,1
utexb3016_scaffold_21_g592.t1,utex395_scaffold_25_g982.t1,1
utexb3016_scaffold_22_g1486.t1,utex395_scaffold_24_g36.t1,1
utexb3016_scaffold_21_g757.t1,utex395_scaffold_25_g873.t1,1
utexb3016_scaffold_21_g759.t1,utex395_scaffold_25_g872.t1,1
utexb3016_scaffold_21_g762.t1,utex395_scaffold_25_g865.t1,1
utexb3016_scaffold_22_g1474.t1,utex395_scaffold_24_g48.t1,1
utexb3016_scaffold_22_g1478.t1,utex395_scaffold_24_g45.t1,1
utexb3016_scaffold_22_g1483.t1,utex395_scaffold_24_g39.t1,1
utexb3016_scaffold_22_g1484.t1,utex395_scaffold_24_g37.t1,1
utexb3016_scaffold_22_g1488.t1,utex395_scaffold_24_g33.t1,1
utexb3016_scaffold_21_g752.t1,utex395_scaffold_25_g875.t1,1
utexb3016_scaffold_22_g495.t1,utex395_scaffold_25_g413.t1,1
utexb3016_scaffold_22_g497.t1,utex395_scaffold_25_g414.t1,1
utexb3016_scaffold_22_g499.t1,utex395_scaffold_25_g415.t1,1
utexb3016_scaffold_22_g500.t1,utex395_scaffold_25_g416.t1,1
utexb3016_scaffold_22_g503.t1,utex395_scaffold_25_g420.t1,1
utexb3016_scaffold_22_g504.t1,utex395_scaffold_25_g421.t1,1
utexb3016_scaffold_22_g505.t1,utex395_scaffold_25_g422.t1,1
utexb3016_scaffold_21_g753.t1,utex395_scaffold_25_g874.t1,1
utexb3016_scaffold_21_g751.t1,utex395_scaffold_25_g877.t1,1
utexb3016_scaffold_21_g703.t1,utex395_scaffold_25_g915.t1,1
utexb3016_scaffold_21_g735.t1,utex395_scaffold_25_g891.t1,1
utexb3016_scaffold_21_g704.t1,utex395_scaffold_25_g914.t1,1
utexb3016_scaffold_21_g706.t1,utex395_scaffold_25_g913.t1,1
utexb3016_scaffold_21_g707.t1,utex395_scaffold_25_g912.t1,1
utexb3016_scaffold_21_g715.t1,utex395_scaffold_25_g908.t1,1
utexb3016_scaffold_21_g721.t1,utex395_scaffold_25_g902.t1,1
utexb3016_scaffold_21_g731.t1,utex395_scaffold_25_g894.t1,1
utexb3016_scaffold_21_g733.t1,utex395_scaffold_25_g893.t1,1
utexb3016_scaffold_21_g737.t1,utex395_scaffold_25_g890.t1,1
utexb3016_scaffold_21_g750.t1,utex395_scaffold_25_g878.t1,1
utexb3016_scaffold_21_g738.t1,utex395_scaffold_25_g889.t1,1
utexb3016_scaffold_21_g741.t1,utex395_scaffold_25_g887.t1,1
utexb3016_scaffold_21_g745.t1,utex395_scaffold_25_g884.t1,1
utexb3016_scaffold_21_g746.t1,utex395_scaffold_25_g882.t1,1
utexb3016_scaffold_21_g747.t1,utex395_scaffold_25_g881.t1,1
utexb3016_scaffold_21_g748.t1,utex395_scaffold_25_g880.t1,1
utexb3016_scaffold_21_g749.t1,utex395_scaffold_25_g879.t1,1
utexb3016_scaffold_21_g593.t1,utex395_scaffold_25_g981.t1,1
utexb3016_scaffold_21_g589.t1,utex395_scaffold_25_g989.t1,1
utexb3016_scaffold_22_g507.t1,utex395_scaffold_25_g424.t1,1
utexb3016_scaffold_21_g452.t1,utex395_scaffold_25_g1103.t1,1
utexb3016_scaffold_21_g422.t1,utex395_scaffold_25_g1122.t1,1
utexb3016_scaffold_21_g423.t1,utex395_scaffold_25_g1121.t1,1
utexb3016_scaffold_21_g424.t1,utex395_scaffold_25_g1120.t1,1
utexb3016_scaffold_21_g433.t1,utex395_scaffold_25_g1115.t1,1
utexb3016_scaffold_21_g435.t1,utex395_scaffold_25_g1114.t1,1
utexb3016_scaffold_21_g449.t1,utex395_scaffold_25_g1105.t1,1
utexb3016_scaffold_21_g450.t1,utex395_scaffold_25_g1104.t1,1
utexb3016_scaffold_21_g453.t1,utex395_scaffold_25_g1102.t1,1
utexb3016_scaffold_21_g419.t1,utex395_scaffold_25_g1125.t1,1
utexb3016_scaffold_21_g455.t1,utex395_scaffold_25_g1101.t1,1
utexb3016_scaffold_21_g456.t1,utex395_scaffold_25_g1100.t1,1
utexb3016_scaffold_21_g457.t1,utex395_scaffold_25_g1099.t1,1
utexb3016_scaffold_21_g458.t1,utex395_scaffold_25_g1098.t1,1
utexb3016_scaffold_21_g459.t1,utex395_scaffold_25_g1096.t1,1
utexb3016_scaffold_21_g460.t1,utex395_scaffold_25_g1093.t1,1
utexb3016_scaffold_21_g462.t1,utex395_scaffold_25_g1091.t1,1
utexb3016_scaffold_21_g421.t1,utex395_scaffold_25_g1123.t1,1
utexb3016_scaffold_21_g418.t1,utex395_scaffold_25_g1126.t1,1
utexb3016_scaffold_21_g470.t1,utex395_scaffold_25_g1083.t1,1
utexb3016_scaffold_21_g1407.t1,utex395_scaffold_24_g837.t1,1
utexb3016_scaffold_21_g1375.t1,utex395_scaffold_24_g821.t1,1
utexb3016_scaffold_21_g1386.t1,utex395_scaffold_24_g822.t1,1
utexb3016_scaffold_21_g1400.t1,utex395_scaffold_24_g829.t1,1
utexb3016_scaffold_21_g1401.t1,utex395_scaffold_24_g830.t1,1
utexb3016_scaffold_21_g1402.t1,utex395_scaffold_24_g831.t1,1
utexb3016_scaffold_21_g1405.t1,utex395_scaffold_24_g835.t1,1
utexb3016_scaffold_21_g1406.t1,utex395_scaffold_24_g836.t1,1
utexb3016_scaffold_21_g1410.t1,utex395_scaffold_24_g839.t1,1
utexb3016_scaffold_21_g1433.t1,utex395_scaffold_24_g874.t1,1
utexb3016_scaffold_21_g1412.t1,utex395_scaffold_24_g841.t1,1
utexb3016_scaffold_21_g1414.t1,utex395_scaffold_24_g842.t1,1
utexb3016_scaffold_21_g1417.t1,utex395_scaffold_24_g845.t1,1
utexb3016_scaffold_21_g1419.t1,utex395_scaffold_24_g847.t1,1
utexb3016_scaffold_21_g1423.t1,utex395_scaffold_24_g848.t1,1
utexb3016_scaffold_21_g1428.t1,utex395_scaffold_24_g858.t1,1
utexb3016_scaffold_21_g1432.t1,utex395_scaffold_24_g863.t1,1
utexb3016_scaffold_21_g464.t1,utex395_scaffold_25_g1090.t1,1
utexb3016_scaffold_21_g483.t1,utex395_scaffold_25_g1075.t1,1
utexb3016_scaffold_21_g587.t1,utex395_scaffold_25_g990.t1,1
utexb3016_scaffold_21_g540.t1,utex395_scaffold_25_g1023.t1,1
utexb3016_scaffold_21_g527.t1,utex395_scaffold_25_g1033.t1,1
utexb3016_scaffold_21_g529.t1,utex395_scaffold_25_g1031.t1,1
utexb3016_scaffold_21_g530.t1,utex395_scaffold_25_g1030.t1,1
utexb3016_scaffold_21_g533.t1,utex395_scaffold_25_g1028.t1,1
utexb3016_scaffold_21_g534.t1,utex395_scaffold_25_g1027.t1,1
utexb3016_scaffold_21_g538.t1,utex395_scaffold_25_g1025.t1,1
utexb3016_scaffold_21_g539.t1,utex395_scaffold_25_g1024.t1,1
utexb3016_scaffold_21_g541.t1,utex395_scaffold_25_g1022.t1,1
utexb3016_scaffold_21_g523.t1,utex395_scaffold_25_g1036.t1,1
utexb3016_scaffold_21_g547.t1,utex395_scaffold_25_g1007.t1,1
utexb3016_scaffold_21_g551.t1,utex395_scaffold_25_g1004.t1,1
utexb3016_scaffold_21_g553.t1,utex395_scaffold_25_g1003.t1,1
utexb3016_scaffold_21_g572.t1,utex395_scaffold_25_g996.t1,1
utexb3016_scaffold_21_g580.t1,utex395_scaffold_25_g994.t1,1
utexb3016_scaffold_21_g585.t1,utex395_scaffold_25_g992.t1,1
utexb3016_scaffold_21_g586.t1,utex395_scaffold_25_g991.t1,1
utexb3016_scaffold_21_g526.t1,utex395_scaffold_25_g1034.t1,1
utexb3016_scaffold_21_g521.t1,utex395_scaffold_25_g1039.t1,1
utexb3016_scaffold_21_g484.t1,utex395_scaffold_25_g1073.t1,1
utexb3016_scaffold_21_g504.t1,utex395_scaffold_25_g1053.t1,1
utexb3016_scaffold_21_g486.t1,utex395_scaffold_25_g1072.t1,1
utexb3016_scaffold_21_g490.t1,utex395_scaffold_25_g1069.t1,1
utexb3016_scaffold_21_g493.t1,utex395_scaffold_25_g1063.t1,1
utexb3016_scaffold_21_g498.t1,utex395_scaffold_25_g1058.t1,1
utexb3016_scaffold_21_g500.t1,utex395_scaffold_25_g1057.t1,1
utexb3016_scaffold_21_g502.t1,utex395_scaffold_25_g1055.t1,1
utexb3016_scaffold_21_g503.t1,utex395_scaffold_25_g1054.t1,1
utexb3016_scaffold_21_g505.t1,utex395_scaffold_25_g1052.t1,1
utexb3016_scaffold_21_g519.t1,utex395_scaffold_25_g1040.t1,1
utexb3016_scaffold_21_g506.t1,utex395_scaffold_25_g1051.t1,1
utexb3016_scaffold_21_g508.t1,utex395_scaffold_25_g1049.t1,1
utexb3016_scaffold_21_g509.t1,utex395_scaffold_25_g1048.t1,1
utexb3016_scaffold_21_g511.t1,utex395_scaffold_25_g1047.t1,1
utexb3016_scaffold_21_g512.t1,utex395_scaffold_25_g1046.t1,1
utexb3016_scaffold_21_g516.t1,utex395_scaffold_25_g1043.t1,1
utexb3016_scaffold_21_g518.t1,utex395_scaffold_25_g1041.t1,1
utexb3016_scaffold_22_g506.t1,utex395_scaffold_25_g423.t1,1
utexb3016_scaffold_22_g508.t1,utex395_scaffold_25_g425.t1,1
